 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,21584,1,1,47,63,47,47,47.0,0.0,63,63,63.0,0.0,5096.36768,92.66123054,21584.0,0.0,21584,21584,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,46.33061527,46.33061527,47,63,52.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,78.5,47.0,63.0,20,0,0,0,0,0,0,1,47,1,63,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,207,2,2,58,188,29,29,29.0,0.0,94,94,94.0,0.0,1188405.797,19323.6715,69.0,77.94870108,155,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,64,64,9661.835749,9661.835749,29,94,55.0,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,68.75,29.0,94.0,64,0,0,0,0,0,0,2,58,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,4071176,8,9,862,3842,458,0,107.75,165.095427,1650,0,426.8888889,657.861202,1155.440099,4.175697636,254448.5,1000214.821,4005144,4,66028,9432.571429,10786.49248,21820,124,4051539,506442.375,1414107.585,4006103,4,0,0,0,0,180,192,1.965034182,2.210663454,0,1650,261.3333333,494.4826173,244513.0588,0,0,0,1,0,0,0,0,1,276.7058824,107.75,426.8888889,180,0,0,0,0,0,0,8,862,9,3842,29200,32,7,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,176,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1113636.364,22727.27273,58.66666667,60.70694634,124,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,11363.63636,11363.63636,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,191,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1026178.01,20942.40838,63.66666667,105.077749,185,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,80,80,10471.20419,10471.20419,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,80,0,0,0,0,0,0,2,82,2,114,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
80,116853320,21,17,1748,3184,437,0,83.23809524,175.8373978,796,0,187.2941176,348.0409036,42.20675972,0.325194012,3158197.838,4682851.98,10200000,16,117000000,5841467.1,5029502.803,10200000,96,117000000,7301860.25,4559753.402,10300000,1101,0,0,0,0,680,552,0.179712481,0.145481532,0,796,126.4615385,265.301799,70385.04453,0,0,0,1,0,0,0,0,0,129.7894737,83.23809524,187.2941176,680,0,0,0,0,0,0,21,1748,17,3184,29200,292,4,32,422540.7273,1313897.568,4384028,23475,10200000.0,56246.63135,10200000,10000000,0
60830,24,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,83333.33333,24.0,0.0,24,24,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,41666.66667,41666.66667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,128,351,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,30835,1,1,58,113,58,58,58.0,0.0,113,113,113.0,0.0,5545.646181,64.86135885,30835.0,0.0,30835,30835,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.43067942,32.43067942,58,113,76.33333333,31.75426481,1008.333333,0,0,0,0,0,0,0,0,1,114.5,58.0,113.0,32,0,0,0,0,0,0,1,58,1,113,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
46636,61,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,32786.88525,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16393.44262,16393.44262,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,6685,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,235,2,2,70,134,35,35,35.0,0.0,67,67,67.0,0.0,868085.1064,17021.2766,78.33333333,129.6160998,228,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,8510.638298,8510.638298,35,67,47.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,59.75,35.0,67.0,40,0,0,0,0,0,0,2,70,2,134,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,6084304,4,2,12,0,6,0,3.0,3.464101615,0,0,0.0,0.0,1.972288038,0.986144019,1216860.8,2192946.698,5063851,15,6084304,2028101.333,2673981.238,5063851,22022,998384,998384.0,0.0,998384,998384,0,0,0,0,104,64,0.657429346,0.328714673,0,6,1.714285714,2.927700219,8.571428571,0,0,0,1,0,0,0,0,0,2.0,3.0,0.0,104,0,0,0,0,0,0,4,12,2,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,308405,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,12593.82954,38.909875,28036.81818,34068.52672,85159,42,308405,51400.83333,32716.56227,90488,5933,123081,30770.25,57968.51477,117650,48,0,0,0,0,152,112,22.69742708,16.21244792,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,10469053,10,11,794,4320,357,0,79.4,129.4691726,1448,0,392.7272727,608.138486,488.4873541,2.005912092,523452.65,2316129.254,10400000,4,105535,11726.11111,12301.60079,26255,4,10400000,1044595.0,3274368.744,10400000,48,0,0,0,0,332,348,0.955196234,1.050715857,0,1448,232.4545455,458.7787855,210477.974,0,0,0,1,0,0,0,0,1,243.5238095,79.4,392.7272727,332,0,0,0,0,0,0,10,794,11,4320,65535,5174,5,32,105535.0,0.0,105535,105535,10400000.0,0.0,10400000,10400000,0
443,117,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,102564.1026,17094.01709,117.0,0.0,117,117,117,117.0,0.0,117,117,0,0.0,0.0,0,0,0,0,0,0,40,0,17094.01709,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,64209,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
50645,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,373,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,60876,1,1,47,79,47,47,47.0,0.0,79,79,79.0,0.0,2069.781195,32.85366975,60876.0,0.0,60876,60876,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.42683488,16.42683488,47,79,57.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,86.5,47.0,79.0,32,0,0,0,0,0,0,1,47,1,79,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,167502,13,10,1025,4131,394,0,78.84615385,115.6048198,1410,0,413.1,561.6348062,30781.72201,137.3117933,7613.727273,11762.06641,34961,1,167502,13958.5,13506.93449,36725,1,95083,10564.77778,18298.33893,48684,4,0,0,0,0,272,212,77.6110136,59.70077969,0,1410,214.8333333,399.9418074,159953.4493,0,0,0,1,0,0,0,0,0,224.173913,78.84615385,413.1,272,0,0,0,0,0,0,13,1025,10,4131,8192,123,12,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,169043,1,1,60,211,60,60,60.0,0.0,211,211,211.0,0.0,1603.142396,11.83130919,169043.0,0.0,169043,169043,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,5.915654597,5.915654597,60,211,110.3333333,87.17989065,7600.333333,0,0,0,0,0,0,0,0,1,165.5,60.0,211.0,32,0,0,0,0,0,0,1,60,1,211,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,47808,2,2,92,246,46,46,46.0,0.0,123,123,123.0,0.0,7069.946452,83.66800535,15936.0,27595.03347,47800,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,40,41.83400268,41.83400268,46,123,76.8,42.17463693,1778.7,0,0,0,0,0,0,0,0,1,96.0,46.0,123.0,64,0,0,0,0,0,0,2,92,2,246,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,420,2,2,66,438,33,33,33.0,0.0,219,219,219.0,0.0,1200000.0,9523.809524,140.0,200.6265187,370,1,49,49.0,0.0,49,49,1,1.0,0.0,1,1,0,0,0,0,64,64,4761.904762,4761.904762,33,219,107.4,101.8763957,10378.8,0,0,0,0,0,0,0,0,1,134.25,33.0,219.0,64,0,0,0,0,0,0,2,66,2,438,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
52296,4613,2,1,280,6,274,6,140.0,189.5046174,6,6,6.0,0.0,61998.69933,650.3360069,2306.5,3133.190147,4522,91,4613,4613.0,0.0,4613,4613,0,0.0,0.0,0,0,1,0,0,0,40,20,433.557338,216.778669,6,274,140.0,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,186.6666667,140.0,6.0,40,0,0,0,0,0,0,2,280,1,6,60,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,280930,1,1,6,31,6,6,6.0,0.0,31,31,31.0,0.0,131.705407,7.119211191,280930.0,0.0,280930,280930,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,3.559605596,3.559605596,6,31,14.33333333,14.43375673,208.3333333,1,0,0,0,0,0,0,0,1,21.5,6.0,31.0,20,0,0,0,0,0,0,1,6,1,31,0,939,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,10971362,9,11,1626,7943,1273,0,180.6666667,415.5764069,1689,2,722.0909091,776.4544358,872.1797713,1.822927728,577440.1053,2281033.001,9992376,3,11000000,1370549.0,3484672.592,9992376,32309,10900000,1093906.9,3132484.552,9999436,3,0,0,0,0,192,224,0.820317477,1.00261025,0,1689,455.6666667,673.7767682,453975.1333,0,0,0,1,0,0,0,0,1,478.45,180.6666667,722.0909091,192,0,0,0,0,0,0,9,1626,11,7943,8192,31825,8,20,972016.0,0.0,972016,972016,9992376.0,0.0,9992376,9992376,0
80,64,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,187500.0,31250.0,64.0,0.0,64,64,64,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0,0,0,40,0,31250.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,252,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
50298,48,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,64,0,41666.66667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,10898,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53837,217,2,1,37,6,31,6,18.5,17.67766953,6,6,6.0,0.0,198156.682,13824.88479,108.5,105.3589104,183,34,217,217.0,0.0,217,217,0,0.0,0.0,0,0,1,0,0,0,40,20,9216.589862,4608.294931,6,31,18.5,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,24.66666667,18.5,6.0,40,0,0,0,0,0,0,2,37,1,6,946,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
49994,123,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24390.2439,61.5,82.7314934,120,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,32,16260.1626,8130.081301,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,360,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,23370,2,1,12,0,6,6,6.0,0.0,0,0,0.0,0.0,513.478819,128.3697047,11685.0,16444.4753,23313,57,23370,23370.0,0.0,23370,23370,0,0.0,0.0,0,0,0,0,0,0,40,32,85.57980317,42.78990158,0,6,4.5,3.0,9.0,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,40,0,0,0,0,0,0,2,12,1,0,0,61,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,214,2,2,132,388,66,66,66.0,0.0,194,194,194.0,0.0,2429906.542,18691.58879,71.33333333,82.24556726,163,4,4,4.0,0.0,4,4,47,47.0,0.0,47,47,0,0,0,0,64,64,9345.794393,9345.794393,66,194,117.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,146.5,66.0,194.0,64,0,0,0,0,0,0,2,132,2,388,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,24965,2,2,84,162,42,42,42.0,0.0,81,81,81.0,0.0,9853.795313,160.224314,8321.666667,14409.21942,24960,1,4,4.0,0.0,4,4,1,1.0,0.0,1,1,0,0,0,0,40,40,80.11215702,80.11215702,42,81,57.6,21.36117974,456.3,0,0,0,0,0,0,0,0,1,72.0,42.0,81.0,40,0,0,0,0,0,0,2,84,2,162,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,441106,8,8,543,4668,188,0,67.875,82.66358241,1460,0,583.5,659.8631893,11813.48701,36.27246059,29407.06667,59931.36704,239330,2,441106,63015.14286,80774.22304,239330,4,380838,54405.42857,96064.45772,263222,2,0,0,0,0,172,172,18.13623029,18.13623029,0,1460,306.5294118,515.9383584,266192.3897,0,0,0,1,0,0,0,0,1,325.6875,67.875,583.5,172,0,0,0,0,0,0,8,543,8,4668,8192,980,7,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,31039,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,5670.28577,128.8701311,10346.33333,17915.17885,31033,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,80,64,64.43506556,64.43506556,36,52,42.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,53.0,36.0,52.0,80,0,0,0,0,0,0,2,72,2,104,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
53,154728,2,2,92,312,46,46,46.0,0.0,156,156,156.0,0.0,2611.033556,25.85181738,51576.0,89247.38196,154630,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,64,64,12.92590869,12.92590869,46,156,90.0,60.24948133,3630.0,0,0,0,0,0,0,0,0,1,112.5,46.0,156.0,64,0,0,0,0,0,0,2,92,2,312,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,199,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,964824.1206,20100.50251,66.33333333,74.21814693,148,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,10050.25126,10050.25126,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,64,0,0,0,0,0,0,2,80,2,112,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
1401,77,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,155844.1558,25974.02597,77.0,0.0,77,77,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12987.01299,12987.01299,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,29,16425,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,96250,2,2,76,146,38,38,38.0,0.0,73,73,73.0,0.0,2306.493506,41.55844156,32083.33333,55565.6333,96245,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,80,20.77922078,20.77922078,38,73,52.0,19.17028951,367.5,0,0,0,0,0,0,0,0,1,65.0,38.0,73.0,64,0,0,0,0,0,0,2,76,2,146,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,62028,4,4,140,888,35,35,35.0,0.0,222,222,222.0,0.0,16573.16051,128.9740117,8861.142857,18335.15984,49165,2,61434,20478.0,35423.91058,61382,3,12814,4271.333333,7392.970265,12808,2,0,0,0,0,80,80,64.48700587,64.48700587,35,222,118.1111111,98.55765374,9713.611111,0,0,0,0,0,0,0,0,1,132.875,35.0,222.0,80,0,0,0,0,0,0,4,140,4,888,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,60221,4,2,124,94,31,31,31.0,0.0,47,47,47.0,0.0,3619.999668,99.63301838,12044.2,16490.6719,30553,3,30560,10186.66667,17637.76206,30553,3,3,3.0,0.0,3,3,0,0,0,0,80,40,66.42201225,33.21100613,31,47,35.57142857,7.807200584,60.95238095,0,0,0,0,0,0,0,0,0,41.5,31.0,47.0,80,0,0,0,0,0,0,4,124,2,94,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,118053914,50,47,44429,18592,1932,0,888.58,927.4211577,2788,0,395.5744681,499.1571481,533.8323641,0.821658484,1229728.271,2240688.145,5946366,2,118000000,2409263.551,2652692.448,5946366,47,118000000,2565874.63,2688610.546,5977226,196,1,0,0,0,1600,1504,0.423535301,0.398123183,0,2788,662.7755102,793.7907165,630103.7017,0,1,0,0,1,0,0,0,0,669.6082474,888.58,395.5744681,1600,0,0,0,0,0,0,50,44429,47,18592,1324,348,25,32,8184362.625,8429676.539,25100000,52546,5940055.25,8053.173656,5946366,5921305,0
443,5636419,9,6,367,3710,210,0,40.77777778,75.80530618,1448,0,618.3333333,674.5504182,723.3316047,2.661264182,402601.3571,1463015.885,5485435,1,5636419,704552.375,1931896.784,5485435,18,84812,16962.4,24711.81416,57084,192,0,0,0,0,296,200,1.596758509,1.064505673,0,1448,254.8125,489.2970766,239411.6292,0,0,0,1,0,0,0,0,0,271.8,40.77777778,618.3333333,296,0,0,0,0,0,0,9,367,6,3710,29200,118,3,32,150966.0,0.0,150966,150966,5485435.0,0.0,5485435,5485435,0
53,827,2,2,74,106,37,37,37.0,0.0,53,53,53.0,0.0,217654.1717,4836.759371,275.6666667,472.2725202,821,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,2418.379686,2418.379686,37,53,43.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,54.25,37.0,53.0,40,0,0,0,0,0,0,2,74,2,106,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,224,2,2,72,414,36,36,36.0,0.0,207,207,207.0,0.0,2169642.857,17857.14286,74.66666667,87.11677986,172,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,8928.571429,8928.571429,36,207,104.4,93.66055733,8772.3,0,0,0,0,0,0,0,0,1,130.5,36.0,207.0,40,0,0,0,0,0,0,2,72,2,414,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,46506,1,1,43,129,43,43,43.0,0.0,129,129,129.0,0.0,3698.447512,43.00520363,46506.0,0.0,46506,46506,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,21.50260181,21.50260181,43,129,71.66666667,49.65212315,2465.333333,0,0,0,0,0,0,0,0,1,107.5,43.0,129.0,40,0,0,0,0,0,0,1,43,1,129,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0
53,49123,2,2,58,232,29,29,29.0,0.0,116,116,116.0,0.0,5903.548236,81.42825153,16374.33333,28357.71319,49119,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,64,40.71412577,40.71412577,29,116,63.8,47.6518625,2270.7,0,0,0,0,0,0,0,0,1,79.75,29.0,116.0,40,0,0,0,0,0,0,2,58,2,232,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
49836,149,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,80536.91275,13422.81879,149.0,0.0,149,149,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6711.409396,6711.409396,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,52,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,85420,2,2,99,187,54,45,49.5,6.363961031,110,77,93.5,23.33452378,3348.162023,46.82744088,28473.33333,30161.39959,60402,462,84958,84958.0,0.0,84958,84958,25018,25018.0,0.0,25018,25018,0,0,0,0,64,72,23.41372044,23.41372044,45,110,66.2,27.76148411,770.7,0,0,0,0,0,0,0,0,1,82.75,49.5,93.5,64,0,0,0,0,0,0,2,99,2,187,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,334,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,35928.14371,5988.023952,334.0,0.0,334,334,334,334.0,0.0,334,334,0,0.0,0.0,0,0,0,0,0,0,40,0,5988.023952,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,63866,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,62294847,125,201,4499,325574,1897,0,35.992,172.8761675,4380,0,1619.771144,763.4138768,5298.560248,5.233177633,191676.4523,3220300.81,58000000,0,62300000,502377.7984,5211497.932,58000000,1,62100000,310365.57,4106694.215,58000000,1,0,0,0,0,2512,4032,2.006586516,3.226591118,0,4380,1009.397554,982.3729477,965056.6083,0,0,0,1,0,0,0,0,1,1012.493865,35.992,1619.771144,2512,0,0,0,0,0,0,125,4499,201,325574,8192,206,124,20,4056263.0,0.0,4056263,4056263,58000000.0,0.0,58000000,58000000,0
53,23952,2,2,88,204,44,44,44.0,0.0,102,102,102.0,0.0,12191.04876,167.000668,7984.0,13821.76544,23944,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,83.500334,83.500334,44,102,67.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,84.0,44.0,102.0,40,0,0,0,0,0,0,2,88,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,3,2,0,53,0,53,0,26.5,37.4766594,0,0,0.0,0.0,17700000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,53,35.33333333,30.59956427,936.3333333,0,1,0,0,1,0,0,0,0,53.0,26.5,0.0,64,0,0,0,0,0,0,2,53,0,0,43440,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,31141,2,2,90,236,45,45,45.0,0.0,118,118,118.0,0.0,10468.51418,128.4480267,10380.33333,17936.84488,31092,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,64,40,64.22401336,64.22401336,45,118,74.2,39.9837467,1598.7,0,0,0,0,0,0,0,0,1,92.75,45.0,118.0,64,0,0,0,0,0,0,2,90,2,236,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,311869,2,2,68,250,34,34,34.0,0.0,125,125,125.0,0.0,1019.658895,12.82589805,103956.3333,180051.5889,311862,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,64,6.412949027,6.412949027,34,125,70.4,49.84275273,2484.3,0,0,0,0,0,0,0,0,1,88.0,34.0,125.0,40,0,0,0,0,0,0,2,68,2,250,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5984651,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.005129455,0.668376485,1994883.667,3423668.849,5948140,44,5984651,2992325.5,4180152.954,5948140,36511,0,0.0,0.0,0,0,0,0,0,0,72,32,0.501282364,0.167094121,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,42780,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,213,2,2,94,350,47,47,47.0,0.0,175,175,175.0,0.0,2084507.042,18779.34272,71.0,117.7794549,207,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,9389.671362,9389.671362,47,175,98.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,122.75,47.0,175.0,64,0,0,0,0,0,0,2,94,2,350,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,23526,1,1,50,115,50,50,50.0,0.0,115,115,115.0,0.0,7013.51696,85.01232679,23526.0,0.0,23526,23526,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.50616339,42.50616339,50,115,71.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,107.5,50.0,115.0,20,0,0,0,0,0,0,1,50,1,115,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,179,2,2,72,136,36,36,36.0,0.0,68,68,68.0,0.0,1162011.173,22346.36872,59.66666667,62.68439466,127,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,40,40,11173.18436,11173.18436,36,68,48.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,61.0,36.0,68.0,40,0,0,0,0,0,0,2,72,2,136,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
4829,684,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,17543.85965,2923.976608,684.0,0.0,684,684,684,684.0,0.0,684,684,0,0.0,0.0,0,0,0,0,0,0,40,0,2923.976608,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,31262,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
